,question_id,semantic_str,image_id,answer,op_select,op_query,op_filter,op_relate,op_verify,op_choose,op_exist,op_or,op_different,op_and,op_same,op_common,skipped,model_response,correct,timeout,runtime_sec,answer_similarity,answer_sanitized,is_antonym
816,20468429,select: pipe (10)->filter: not(short) [0]->query: size [1],n171169,small,1,1,1,0,0,0,0,0,0,0,0,0,False,small,True,False,0.3474092483520508,1.0,small,False
818,20248159,select: clothing (8)->filter color: white [0]->query: name [1],n49310,sweater,1,1,1,0,0,0,0,0,0,0,0,0,False,kimono,False,False,0.375596284866333,0.5234194993972778,sweater,False
819,202021472,select: artwork (7)->query: color [0],n255161,red,1,1,0,0,0,0,0,0,0,0,0,0,False,UNSAT,False,False,0.32529520988464355,0.0,red,False
820,201068695,select: clothing (5)->filter color: gray [0]->query: name [1],n159802,dress shirt,1,1,1,0,0,0,0,0,0,0,0,0,False,sweatshirt,False,False,0.3777921199798584,0.43370214104652405,dress_shirt,False
821,20248154,select: clothing (8)->filter pattern: striped [0]->query: name [1],n49310,sweater,1,1,1,0,0,0,0,0,0,0,0,0,False,sweater,True,False,0.3518362045288086,1.0,sweater,False
823,201735564,select: tray (4)->filter material: wood [0]->query: hposition [1],n240973,right,1,1,1,0,0,0,0,0,0,0,0,0,False,right,True,False,0.35315585136413574,1.0,right,False
824,201391831,"select: man (13)->filter face expression: happy [0]->relate: _,holding,o (6) [1]->query: name [2]",n477702,wii controller,1,1,1,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,2.3006129264831543,0.0,wii_controller,False
825,201391832,"select: man (13)->filter face expression: not(sad) [0]->relate: device,holding,o (6) [1]->query: name [2]",n477702,wii controller,1,1,1,1,0,0,0,0,0,0,0,0,False,wii_controller,True,False,0.8235161304473877,1.0,wii_controller,False
827,20204532,"select: rug (11)->relate: furniture,in front of,o (10) [0]->query: name [1]",n532191,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,coffee_table,False,False,0.791705846786499,0.47079506516456604,chair,False
828,202101231,"select: car (15)->choose rel: lamp,to the left of|to the right of,s (8) [0]",n472825,left,1,0,0,0,0,1,0,0,0,0,0,0,False,to_the_right_of,False,False,0.8213789463043213,0.59344881772995,left,False
829,20258759,"select: device (0)->filter color: black [0]->filter color: silver [1]->relate: person,talking on,s (10) [2]->query: name [3]",n204894,child,1,1,2,1,0,0,0,0,0,0,0,0,False,boy,False,False,0.9035179615020752,0.5259345173835754,child,False
830,20262704,"select: skirt (7)->relate: person,wearing,s (2) [0]->query: name [1]",n172618,girl,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.7389693260192871,0.4479902386665344,girl,False
831,202265747,"select: shirt (1)->relate: person,wearing,s (0) [0]->query: name [1]",n534106,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,lady,False,False,0.8155519962310791,0.7184158563613892,woman,False
832,202024849,"select: tree (2)->relate: place,in,o (8) [0]->query: name [1]",n369595,park,1,1,0,1,0,0,0,0,0,0,0,0,False,field,False,False,0.7974987030029297,0.4500194787979126,park,False
833,20340632,select: bird (4)->choose activity: playing|resting [0],n513100,playing,1,0,0,0,0,1,0,0,0,0,0,0,False,resting,False,False,0.33594179153442383,0.44528728723526,playing,False
836,2044903,"select: umbrella (6)->relate: person,covering,s (2) [0]->choose rel: bag,to the right of|to the left of,s (8) [1]",n184551,right,1,0,0,1,0,1,0,0,0,0,0,0,False,to_the_left_of,False,False,1.3067686557769775,0.2835211753845215,right,False
837,201593873,"select: she (5)->relate: _,hitting,o (19) [0]->query: name [1]",n200907,tennis ball,1,1,0,1,0,0,0,0,0,0,0,0,False,ball,False,False,3.28774356842041,0.6474236249923706,tennis_ball,False
838,201593875,"select: girl (5)->relate: _,hitting,o (19) [0]->query: name [1]",n200907,tennis ball,1,1,0,1,0,0,0,0,0,0,0,0,False,ball,False,False,2.989487886428833,0.6474236249923706,tennis_ball,False
839,201438282,"select: man (8)->relate: _,in front of,s (10) [0]->query: name [1]",n66756,net,1,1,0,1,0,0,0,0,0,0,0,0,False,baseball_bat,False,False,2.8912458419799805,0.25524455308914185,net,False
841,20691469,"select: towels (11)->filter: folded [0]->relate: _,sitting inside,o (10) [1]->query: name [2]",n153293,shelves,1,1,1,1,0,0,0,0,0,0,0,0,False,gas_stove,False,False,3.5224978923797607,0.2918753921985626,shelf,False
843,20691466,"select: shelves (10)->relate: towels,sitting inside,s (11) [0]->query: color [1]",n153293,black,1,1,0,1,0,0,0,0,0,0,0,0,False,white,False,False,0.9612483978271484,0.7710274457931519,black,True
844,201407331,"select: man (0)->relate: _,in front of,o (13) [0]->query: name [1]",n282607,fence,1,1,0,1,0,0,0,0,0,0,0,0,False,racket,False,False,2.723933696746826,0.3174508810043335,fence,False
845,20177899,"select: cutting board (5)->relate: pickles,on top of,s (2) [0]->query: size [1]",n55058,small,1,1,0,1,0,0,0,0,0,0,0,0,False,tiny,False,False,0.8098456859588623,0.900031566619873,small,False
853,201481487,"select: glasses (24)->relate: woman,to the right of,s (11) [0]->filter pose: sitting [1]->relate: _,holding,o (10) [2]->query: name [3]",n470920,umbrella,1,1,1,2,0,0,0,0,0,0,0,0,False,jeans,False,False,8.494808197021484,0.22258007526397705,umbrella,False
856,202119928,"select: door (4)->relate: table,near,s (3) [0]->filter: short [1]->choose rel: refrigerator,to the right of|to the left of,s (0) [2]",n500308,right,1,0,1,1,0,1,0,0,0,0,0,0,False,to_the_right_of,True,False,1.0324797630310059,0.9999999403953552,to_the_right_of,False
857,20984434,select: skater (4)->filter vposition: middle [0]->query: age [1],n12214,young,1,1,1,0,0,0,0,0,0,0,0,0,False,old,False,False,0.3429691791534424,0.6671310663223267,young,True
859,20984387,"select: hat (5)->filter color: black [0]->relate: person,worn on,o (4) [1]->query: name [2]",n12214,skater,1,1,1,1,0,0,0,0,0,0,0,0,False,skater,True,False,0.793248176574707,1.0000001192092896,skater,False
860,201347368,select: person (3)->filter activity: looking up [0]->choose sportActivity: skating|riding [1],n65202,skating,1,0,1,0,0,1,0,0,0,0,0,0,False,skating,True,False,0.37814784049987793,1.0000001192092896,skating,False
861,20541514,select: device (6)->filter color: black [0]->query: hposition [1],n527290,right,1,1,1,0,0,0,0,0,0,0,0,0,False,right,True,False,0.3737978935241699,1.0,right,False
862,20340988,"select: tree (22)->relate: windows,next to,o (23) [0]->query: width [1]",n346247,wide,1,1,0,1,0,0,0,0,0,0,0,0,False,narrow,False,False,0.7469496726989746,0.729511559009552,wide,True
863,202006219,"select: basket (16)->relate: basket,above,s (14) [0]->query: color [1]",n97485,tan,1,1,0,1,0,0,0,0,0,0,0,0,False,beige,False,False,0.41120386123657227,0.6741407513618469,tan,False
864,20705745,"select: desk (0)->relate: device,on top of,s (1) [0]->query: name [1]",n264887,monitor,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.8732080459594727,0.43517225980758667,monitor,False
865,201556920,"select: keyboard (1)->relate: device,above,s (0) [0]->query: name [1]",n525901,laptop,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.80206298828125,0.4866698384284973,laptop,False
866,201956961,"select: tv stand (2)->relate: dvds,inside,s (3) [0]->choose: closed|open [1]",n536256,closed,1,0,0,1,0,1,0,0,0,0,0,0,False,open,False,False,0.7695672512054443,0.6285825967788696,closed,True
869,202243791,select: table (10)->query: color [0],n296467,red,1,1,0,0,0,0,0,0,0,0,0,0,False,green,False,False,0.36443305015563965,0.7459976673126221,red,False
870,20330509,"select: tree (5)->filter material: wood [0]->choose rel: fence,behind|in front of,s (7) [1]",n260521,behind,1,0,1,0,0,1,0,0,0,0,0,0,False,in_front_of,False,False,0.8485136032104492,0.5976593494415283,behind,False
872,20596312,select: he (0)->query: pose [0],n514467,standing,1,1,0,0,0,0,0,0,0,0,0,0,False,pointing,False,False,0.3544657230377197,0.3720273971557617,standing,False
873,201247081,"select: chair (1)->relate: _,in front of,o (6) [0]->query: name [1]",n83784,plant,1,1,0,1,0,0,0,0,0,0,0,0,False,cat,False,False,2.609154462814331,0.3462206721305847,plant,False
876,202162658,select: bookcase (8)->query: color [0],n69237,black,1,1,0,0,0,0,0,0,0,0,0,0,False,blond,False,False,0.36774182319641113,0.5591006875038147,black,False
877,20667821,"select: woman (5)->relate: _,wearing,o (15) [0]->query: name [1]",n181355,shirt,1,1,0,1,0,0,0,0,0,0,0,0,False,coffee_table,False,False,2.68363618850708,0.2425958216190338,shirt,False
878,202158779,select: sidewalk (1)->query: material [0],n406334,concrete,1,1,0,0,0,0,0,0,0,0,0,0,False,plastic,False,False,0.35685300827026367,0.5491898059844971,concrete,False
879,201795384,"select: elephant (14)->relate: woman,to the right of,s (1) [0]->relate: _,sitting on,o (6) [1]->query: name [2]",n119944,bench,1,1,0,2,0,0,0,0,0,0,0,0,False,camera,False,False,8.495798826217651,0.1332024782896042,bench,False
882,202158778,select: sidewalk (1)->query: material [0],n406334,concrete,1,1,0,0,0,0,0,0,0,0,0,0,False,plastic,False,False,0.3543703556060791,0.5491898059844971,concrete,False
883,201766528,select: girl (0)->choose hposition: left|right [0],n528403,left,1,0,0,0,0,1,0,0,0,0,0,0,False,left,True,False,0.3245878219604492,0.9999998807907104,left,False
884,202241056,select: pizza (5)->filter vposition: bottom [0]->query: color [1],n460385,white,1,1,1,0,0,0,0,0,0,0,0,0,False,dark_blue,False,False,0.3667261600494385,0.3535235822200775,white,False
887,20968332,"select: man (0)->relate: _,leaning against,o (5) [0]->query: name [1]",n288870,pole,1,1,0,1,0,0,0,0,0,0,0,0,False,hat,False,False,2.444566488265991,0.34393125772476196,pole,False
888,20541546,"select: couch (5)->choose rel: television,to the right of|to the left of,s (6) [0]",n527290,right,1,0,0,0,0,1,0,0,0,0,0,0,False,to_the_left_of,False,False,0.720888614654541,0.2835211753845215,right,False
889,201393608,select: shirt (0)->query: color [0],n305495,dark,1,1,0,0,0,0,0,0,0,0,0,0,False,silver,False,False,0.34385037422180176,0.3858664035797119,dark,False
890,20954058,"select: luggage (6)->filter size: large [0]->relate: _,on top of,s (17) [1]->query: name [2]",n498712,receipt,1,1,1,1,0,0,0,0,0,0,0,0,False,luggage,False,False,2.9450809955596924,0.3307318389415741,receipt,False
891,20637305,select: appliance (8)->filter color: white [0]->query: name [1],n184385,stove,1,1,1,0,0,0,0,0,0,0,0,0,False,stove,True,False,0.3748452663421631,0.9999999403953552,stove,False
892,20516049,"select: people (6)->choose rel: train,to the left of|to the right of,s (3) [0]",n70461,left,1,0,0,0,0,1,0,0,0,0,0,0,False,to_the_left_of,True,False,0.9036757946014404,1.0,to_the_left_of,False
893,201393601,select: clothing (4)->filter: not(dark) [0]->choose name: shirt|sock [1],n305495,sock,1,0,1,0,0,1,0,0,0,0,0,0,False,sock,True,False,0.3502800464630127,1.0000001192092896,sock,False
894,201393603,select: clothing (4)->filter: not(dark) [0]->query: name [1],n305495,sock,1,1,1,0,0,0,0,0,0,0,0,0,False,polo_shirt,False,False,0.34999608993530273,0.41700926423072815,sock,False
895,201795116,"select: child (0)->relate: woman,sitting next to,o (1) [0]->relate: animal,to the left of,s (14) [1]->query: name [2]",n119944,elephant,1,1,0,2,0,0,0,0,0,0,0,0,False,elephant,True,False,1.3424959182739258,1.0000001192092896,elephant,False
896,20782987,"select: man (10)->relate: _,sitting on,o (9) [0]->query: name [1]",n355339,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,cell_phone,False,False,2.9513661861419678,0.27451133728027344,chair,False
899,201882905,"select: curtains (15)->relate: device,to the right of,s (0) [0]->query: name [1]",n125122,television,1,1,0,1,0,0,0,0,0,0,0,0,False,tablet,False,False,0.72886061668396,0.31108811497688293,television,False
901,201879568,"select: basket (8)->relate: vehicle,in front of,s (18) [0]->query: name [1]",n290409,truck,1,1,0,1,0,0,0,0,0,0,0,0,False,fire_truck,False,False,0.7170467376708984,0.580781102180481,truck,False
902,20596524,select: sidewalk (7)->query: material [0],n514467,concrete,1,1,0,0,0,0,0,0,0,0,0,0,False,stainless_steel,False,False,0.36324262619018555,0.3211095333099365,concrete,False
903,20611554,select: container (1)->choose size: large|small [0],n28996,large,1,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.3282139301300049,0.0,large,False
911,201885214,select: frisbee (0)->query: hposition [0],n222297,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.3322021961212158,1.0,right,False
912,201896270,"select: cake (0)->relate: utensil,slicing,s (2) [0]->query: size [1]",n111390,large,1,1,0,1,0,0,0,0,0,0,0,0,False,large,True,False,0.8574151992797852,0.9999997019767761,large,False
913,20982174,select: blouse (13)->choose: long sleeved|short sleeved [0],n52544,long sleeved,1,0,0,0,0,1,0,0,0,0,0,0,False,long_sleeved,True,False,0.34389305114746094,1.0000001192092896,long_sleeved,False
914,20982179,select: blouse (13)->query: color [0],n52544,black,1,1,0,0,0,0,0,0,0,0,0,0,False,gray,False,False,0.36626124382019043,0.6732219457626343,black,False
915,201896318,"select: knife (2)->relate: _,slicing,o (0) [0]->query: name [1]",n111390,cake,1,1,0,1,0,0,0,0,0,0,0,0,False,picture_frame,False,False,3.088291645050049,0.18645328283309937,cake,False
917,202147831,"select: chair (0)->relate: person,to the right of,s (3) [0]->relate: person,sitting in front of,o (9) [1]->query: name [2]",n194179,athlete,1,1,0,2,0,0,0,0,0,0,0,0,False,customer,False,False,0.8290586471557617,0.34907010197639465,athlete,False
918,201996785,select: words (20)->query: color [0],n250715,gold,1,1,0,0,0,0,0,0,0,0,0,0,False,UNSAT,False,False,0.3259267807006836,0.0,gold,False
922,202258138,"select: fence (6)->relate: bag,near,s (0) [0]->choose material: cloth|plastic [1]",n216553,cloth,1,0,0,1,0,1,0,0,0,0,0,0,False,cloth,True,False,0.8501300811767578,1.000000238418579,cloth,False
927,20699279,select: clothing (8)->filter: navy [0]->choose name: jacket|hat [1],n512257,jacket,1,0,1,0,0,1,0,0,0,0,0,0,False,hat,False,False,0.3523674011230469,0.584509015083313,jacket,False
928,201959852,"select: sign (1)->relate: airplane,near,s (0) [0]->choose size: large|small [1]",n572716,large,1,0,0,1,0,1,0,0,0,0,0,0,False,large,True,False,0.7663886547088623,0.9999997019767761,large,False
931,201429017,"select: refrigerator (0)->relate: appliance,to the left of,s (2) [0]->query: name [1]",n64959,stove,1,1,0,1,0,0,0,0,0,0,0,0,False,refrigerator,False,False,0.7811243534088135,0.5059245228767395,stove,False
933,201902557,"select: computer (11)->relate: device,on top of,s (12) [0]->query: name [1]",n435808,router,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.8408670425415039,0.21398687362670898,router,False
934,202133564,"select: jeans (2)->relate: person,wearing,s (0) [0]->query: name [1]",n412144,skateboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,photographer,False,False,0.9079685211181641,0.3844659924507141,skateboarder,False
935,202133563,"select: jeans (2)->relate: person,wearing,s (0) [0]->query: name [1]",n412144,skateboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,photographer,False,False,0.9094944000244141,0.3844659924507141,skateboarder,False
936,201902552,"select: desk (1)->relate: computer,underneath,s (11) [0]->relate: device,on top of,s (12) [1]->query: name [2]",n435808,router,1,1,0,2,0,0,0,0,0,0,0,0,False,keyboard,False,False,1.4670405387878418,0.21398687362670898,router,False
937,202244266,"select: carrots (6)->relate: cupcakes,near,s (3) [0]->relate: food,to the right of,s (2) [1]->query: name [2]",n296467,rice,1,1,0,2,0,0,0,0,0,0,0,0,False,carrot,False,False,1.4408090114593506,0.4034765362739563,rice,False
938,201188320,"select: jacket (4)->relate: person,wearing,s (0) [0]->query: name [1]",n483840,man,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.8402831554412842,0.26461827754974365,man,False
939,201951734,select: vehicle (16)->filter: old [0]->query: name [1],n256120,van,1,1,1,0,0,0,0,0,0,0,0,0,False,van,True,False,0.34589052200317383,0.9999999403953552,van,False
942,20462152,"select: pants (1)->relate: person,wearing,s (6) [0]->query: name [1]",n571179,man,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.8000137805938721,0.2816566824913025,man,False
943,20462153,"select: pants (1)->relate: person,wearing,s (6) [0]->query: name [1]",n571179,man,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7940447330474854,0.2816566824913025,man,False
944,20462158,"select: coat (2)->relate: person,wearing,s (6) [0]->query: name [1]",n571179,man,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7803208827972412,0.2816566824913025,man,False
946,20953087,"select: polo shirt (3)->relate: person,wearing,s (0) [0]->query: name [1]",n413319,player,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.833165168762207,0.2613261938095093,player,False
947,20891689,"select: person (6)->filter pose: sitting [0]->relate: person,looking at,o (5) [1]->query: name [2]",n347706,child,1,1,1,1,0,0,0,0,0,0,0,0,False,child,True,False,0.42260074615478516,1.0000001192092896,child,False
948,20953081,"select: shorts (4)->relate: person,wearing,s (0) [0]->query: name [1]",n413319,player,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.7907097339630127,0.2613261938095093,player,False
949,201737879,select: player (15)->filter height: tall [0]->choose hposition: left|right [1],n531731,left,1,0,1,0,0,1,0,0,0,0,0,0,False,left,True,False,0.3425722122192383,0.9999998807907104,left,False
950,20953088,"select: polo shirt (3)->relate: person,wearing,s (0) [0]->query: name [1]",n413319,player,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8367209434509277,0.2613261938095093,player,False
951,20827504,select: furniture (7)->filter: cushioned [0]->query: name [1],n283587,chairs,1,1,1,0,0,0,0,0,0,0,0,0,False,coffee_table,False,False,0.3495473861694336,0.47079506516456604,chair,False
952,201322631,select: car (5)->choose hposition: left|right [0],n311910,left,1,0,0,0,0,1,0,0,0,0,0,0,False,left,True,False,0.3300490379333496,0.9999998807907104,left,False
953,202174096,"select: stove (2)->relate: appliance,on top of,o (3) [0]->query: color [1]",n398429,black,1,1,0,1,0,0,0,0,0,0,0,0,False,black,True,False,0.8641393184661865,1.0,black,False
955,20978612,select: fence (2)->query: material [0],n551964,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,iron,False,False,0.3527500629425049,0.4640059471130371,wood,False
956,20434779,select: chair (10)->query: material [0],n431447,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,plastic,False,False,0.3534114360809326,0.49799907207489014,wood,False
